Name,wDeg,deg,wPageRank,pageRank,wEig,eig,com,lCom
AK,31674817,577,0.0253775172238575,0.0171947348526845,0.0295223526342394,0.00533614417763207,1,1
AL,421192,134,0.0016401143407108,0.00396098768818886,8.45294148441848e-07,0.00139651064351045,2,8
AR,35512113,799,0.0326566712874889,0.0246069401548626,0.0411286541288443,0.00662891263158383,1,5
CO,65171887,888,0.0534656072688534,0.0293733926742936,0.0717005938933726,0.00699197469334386,1,6
DE,810842,247,0.00274322199013525,0.00699348557533845,2.94902724774643e-06,0.00250929943313044,2,2
GA,17881588,562,0.0183633093654471,0.0179372232160034,0.0142158483662706,0.0049725106438899,1,4
HI,531232,164,0.00224254700595487,0.00513577690221885,7.27983627021858e-05,0.00158986880730913,1,1
IA,55293799,778,0.0473370897365782,0.0270816427203659,0.0664470933791415,0.00599373842242751,1,4
ID,483013,180,0.00172661893987386,0.00503837908709775,7.12078289030096e-07,0.00196849415362938,2,8
IL,2458972,347,0.00879502665463387,0.0113992708726747,6.53137988515753e-06,0.00289887305512473,2,7
KS,17232692,638,0.0200054298223265,0.0196454278880311,0.00455770532330943,0.00533626922543234,2,8
KY,32564629,825,0.033848768732369,0.0264041133877958,0.0217302588124684,0.00644234733852621,2,7
LA,18271825,662,0.0204133187265548,0.0211098425827761,0.0215590813414171,0.00539824788657128,1,1
MA,2225657,174,0.00321231735584895,0.00517269148939838,0.00262194988500509,0.00159874855396768,1,3
ME,2162908,346,0.00552861065574808,0.0103460140924763,8.58811656106407e-05,0.00315229512409085,2,8
MI,25000101,467,0.0219637565583978,0.0154023976957478,0.020130673914102,0.00410267426080109,1,4
MN,2537748,81,0.00345842106838887,0.00278121601445138,2.74076583781567e-05,0.00071860835080309,1,4
MS,1125447,343,0.00552516005776342,0.0111607491236259,4.67302362749166e-06,0.00288492303590103,2,5
MT,2300854,485,0.00588679885166292,0.0138715967032736,0.000304219745665832,0.00478189471160378,2,6
NC,66600912,840,0.0530043209817672,0.0262442691953308,0.0814189967744247,0.00696842546611403,1,3
NE,1090722,308,0.00354221016083255,0.00906033837587764,3.69589533801604e-05,0.00293123394588453,2,6
NH,23436639,453,0.0193950442490215,0.0136522750892753,0.0246402822069686,0.00416443810797364,1,4
NJ,1065054,299,0.00473426887431244,0.00949748222240114,3.85836105652891e-06,0.00264097279198537,2,3
NM,950758,271,0.00348653183925511,0.00814676994615827,6.98958048997468e-06,0.00257099831809212,1,1
OK,1271422,353,0.00482718212543342,0.0104393052995595,7.00083370002253e-06,0.00327648849804849,2,6
OR,2667577,319,0.004838316102966,0.0092080644033924,0.000938015733648353,0.00312245969333699,1,1
RI,705785,224,0.0025212809428729,0.00643014266898766,2.91604299105703e-06,0.00217898857211963,2,7
SC,1595962,451,0.00636074729265511,0.0136420228657838,5.97608797384038e-06,0.00401828255390247,2,5
SD,5720434,359,0.0076774221089653,0.0103026812142485,0.00293910265494858,0.00372205209143471,1,6
TN,1351160,349,0.00474239495743655,0.0105654864464781,0.000118584686411923,0.00317276857561542,2,8
TX,1713540,564,0.00851416173359095,0.0180077025232503,5.12701806925096e-06,0.00445338288246078,2,8
VA,4692532,629,0.0144368892793454,0.0206210584369721,0.000256872934606655,0.00509748261257729,2,2
WV,2089461,458,0.00585943315745774,0.0134858899229419,0.000753965034664984,0.00427440718375952,2,2
WY,695000,220,0.00212154946196579,0.00591386191852239,1.10709833044779e-06,0.00235304499689941,2,8
